ID,PROB
65469,0.010878034543738516
65470,0.00035532723589878717
65471,0.0005880769483334981
65472,0.0023454648092326525
65473,0.00018527634038865255
65474,0.0011456062957355387
65475,0.004226186284401013
65476,0.002543094027382102
65477,0.00031784621919311607
65478,0.007114744429779383
65479,0.0005214034619213515
65480,0.0017353295436243065
65481,0.007556908910299883
65482,0.0005811247525799385
65483,0.0011594668845252094
65484,0.00011302230103757687
65485,0.0006320703595194518
65486,0.0017518421369833936
65487,0.29121544214871564
65488,0.0002709154946922604
65489,0.003475191221051049
65490,0.0021387921642733324
65491,0.0007506072741241584
65492,0.00024686857850693704
65493,0.0013076208099532388
65494,0.0007971507959024069
65495,0.2910925695670037
65496,0.00015879657889675497
65497,0.0021607727932206624
65498,0.005705307584361473
65499,0.0005666542034511211
65500,0.04562238934244928
65501,0.000513511085521219
65502,0.0025787843086491585
65503,0.0022360626985138436
65504,0.09320423503566222
65505,0.2868794653114283
65506,0.002868053967244741
65507,0.00279331231249608
65508,0.0016191000856519506
65509,0.005878323195427802
65510,0.00031548622347098095
65511,0.05144686823277897
65512,0.0014074717028865176
65513,0.011590687299346602
65514,0.0004610395578892099
65515,0.009287548051719764
65516,0.0006443227812098473
65517,0.0072896964911653124
65518,0.0015873312981852278
65519,0.0005646670462980191
65520,0.002557277457599578
65521,0.00392151787378961
65522,0.4523276384053664
65523,0.0003731966263184307
65524,0.0017195399749859387
65525,0.002692568861662955
65526,0.0004697278118384024
65527,0.003257387809187203
65528,0.0027331098174502673
65529,0.006387848920037045
65530,0.14290467986583288
65531,0.0014786593747848906
65532,0.013760884902257192
65533,0.0023766117783689416
65534,0.0010594654955987152
65535,0.0028816864830658903
65536,0.0005066827902039501
65537,0.0009239302499935027
65538,0.0015725990195880476
65539,0.015027082574407404
65540,0.0017544440404053485
65541,0.0101256623184728
65542,0.0010724761403504038
65543,0.0055265825863106705
65544,0.0010261691443164953
65545,0.0005681174499394905
65546,0.000312512897053133
65547,0.001014102451020926
65548,0.0004393993427283947
65549,0.00016256661730156696
65550,0.0006870317185179984
65551,0.00425923103702353
65552,0.0016414724441803905
65553,0.005321161335094007
65554,0.00010383793031205362
65555,0.00038848605058465025
65556,0.003575011955443469
65557,0.018360913259415787
65558,0.002302594563454122
65559,0.004266223666233336
65560,0.00020400239473058405
65561,0.04015086351246957
65562,0.0002817714342728581
65563,0.0019291623965682512
65564,0.0006071891947189867
65565,0.02809677294916397
65566,0.0007278299204503562
65567,0.0005681251870101268
65568,0.06154483349873252
65569,0.010436606871220347
65570,0.0010194416419957815
65571,0.001501566250544308
65572,0.0002558181427441494
65573,0.015585188504451623
65574,0.11198678283024317
65575,0.004553095032140674
65576,0.008052030057440393
65577,0.014740080539127167
65578,0.0017949639957495172
65579,0.010160111925180262
65580,0.011464890959300205
65581,0.003409891457499165
65582,0.00021239656654464527
65583,0.0005350432717827698
65584,9.369341487984963e-05
65585,0.00621958049574943
65586,0.0018347088259959882
65587,0.0006396897224114627
65588,0.004231867492143245
65589,0.0021391751559321588
65590,0.00013711766447776664
65591,0.010681423770025218
65592,0.00011010943871238168
65593,0.0008985286804324531
65594,0.0022973885443435685
65595,0.0005761211584133637
65596,0.00028055108470104477
65597,0.000582657631107474
65598,0.000577771800197697
65599,0.00039768852833863856
65600,0.0003123688328553208
65601,0.00013212229702084795
65602,0.006734517101765139
65603,0.016480333091761883
65604,0.001333649560534064
65605,0.006013942494730521
65606,0.004813303207441805
65607,0.0002687895505573839
65608,0.1041405518691843
65609,0.001317240860975176
65610,0.004432387892692644
65611,0.008216079386285605
65612,0.0008208462390050403
65613,0.0006935199482734851
65614,0.00018070427528540928
65615,0.004109127783431088
65616,0.02667408659814456
65617,0.0017427397545026909
65618,0.00023582560181633028
65619,0.0010562987980536208
65620,0.0003282037360889332
65621,0.0021539251611728243
65622,0.00019947895694592805
65623,0.0010771797211141956
65624,0.0009961457516487837
65625,0.003021958494637876
65626,0.001741000180622358
65627,0.0021247274954057666
65628,0.004758643127601891
65629,0.0023899366420957495
65630,0.0012622195990827382
65631,0.01733880263205991
65632,0.00010458420195281573
65633,0.007085250025863628
65634,0.0005934501905901136
65635,0.0027373039655602008
65636,0.03800925903406592
65637,0.008085813056648013
65638,0.01887098427719722
65639,0.0008447572568189368
65640,0.0027521656743832203
65641,0.0007803177274724883
65642,0.0038566327543599747
65643,0.004111188771351074
65644,0.00019552180568293257
65645,0.00025950053184898306
65646,6.225514478956577e-05
65647,0.00019139348532033282
65648,0.014789185638777892
65649,0.0006922268463123572
65650,0.004464189809207187
65651,0.0039686719961204995
65652,0.0009341365061140048
65653,0.0031463497161328302
65654,0.002205221585790773
65655,0.0014906552742831112
65656,0.0009648457308422846
65657,0.00024678629931252597
65658,0.006514001607454246
65659,0.0002080038508298004
65660,0.002076882468566651
65661,0.006560859585796081
65662,0.006165242927846821
65663,0.02802752660238547
65664,0.000954259819198275
65665,0.0006135496572381383
65666,0.005528812718337363
65667,0.0011996621869314798
65668,0.0007033954234057722
65669,0.0004092538915129203
65670,0.0005696674191492936
65671,0.00033058491714902776
65672,0.0011115546285233857
65673,0.0001794519121841376
65674,0.005239304729265044
65675,0.09518102408162432
65676,0.005213846056281674
65677,8.741976167283345e-05
65678,0.0013578338253922824
65679,0.00045666178741412205
65680,0.0020028819753214674
65681,0.0017301900761250212
65682,0.0005397480164175664
65683,0.00013275827354098803
65684,0.0001855859975700466
65685,0.00014235672373283332
65686,0.002921336314335006
65687,0.00021448286506271896
65688,0.0006085564456663826
65689,0.0001713721580723116
65690,0.00034377220240368295
65691,0.00017128548828078825
65692,0.0015960387774180576
65693,0.0007999470537417698
65694,0.0004082221592461914
65695,0.007538248025483282
65696,0.00037458802773279715
65697,0.0001835349245493112
